#  X   Y
-3.14159   -1
-3.13159   -1
-3.12159   -1
-3.11159   -1
-3.10159   -1
-3.09159   -1
-3.08159   -1
-3.07159   -1
-3.06159   -1
-3.05159   -1
-3.04159   -1
-3.03159   -1
-3.02159   -1
-3.01159   -1
-3.00159   -1
-2.99159   -1
-2.98159   -1
-2.97159   -1
-2.96159   -1
-2.95159   -1
-2.94159   -1
-2.93159   -1
-2.92159   -1
-2.91159   -1
-2.90159   -1
-2.89159   -1
-2.88159   -1
-2.87159   -1
-2.86159   -1
-2.85159   -1
-2.84159   -1
-2.83159   -1
-2.82159   -1
-2.81159   -1
-2.80159   -1
-2.79159   -1
-2.78159   -1
-2.77159   -1
-2.76159   -1
-2.75159   -1
-2.74159   -1
-2.73159   -1
-2.72159   -1
-2.71159   -1
-2.70159   -1
-2.69159   -1
-2.68159   -1
-2.67159   -1
-2.66159   -1
-2.65159   -1
-2.64159   -1
-2.63159   -1
-2.62159   -1
-2.61159   -1
-2.60159   -1
-2.59159   -1
-2.58159   -1
-2.57159   -1
-2.56159   -1
-2.55159   -1
-2.54159   -1
-2.53159   -1
-2.52159   -1
-2.51159   -1
-2.50159   -1
-2.49159   -1
-2.48159   -1
-2.47159   -1
-2.46159   -1
-2.45159   -1
-2.44159   -1
-2.43159   -1
-2.42159   -1
-2.41159   -1
-2.40159   -1
-2.39159   -1
-2.38159   -1
-2.37159   -1
-2.36159   -1
-2.35159   -1
-2.34159   -1
-2.33159   -1
-2.32159   -1
-2.31159   -1
-2.30159   -1
-2.29159   -1
-2.28159   -1
-2.27159   -1
-2.26159   -1
-2.25159   -1
-2.24159   -1
-2.23159   -1
-2.22159   -1
-2.21159   -1
-2.20159   -1
-2.19159   -1
-2.18159   -1
-2.17159   -1
-2.16159   -1
-2.15159   -1
-2.14159   -1
-2.13159   -1
-2.12159   -1
-2.11159   -1
-2.10159   -1
-2.09159   -1
-2.08159   -1
-2.07159   -1
-2.06159   -1
-2.05159   -1
-2.04159   -1
-2.03159   -1
-2.02159   -1
-2.01159   -1
-2.00159   -1
-1.99159   -1
-1.98159   -1
-1.97159   -1
-1.96159   -1
-1.95159   -1
-1.94159   -1
-1.93159   -1
-1.92159   -1
-1.91159   -1
-1.90159   -1
-1.89159   -1
-1.88159   -1
-1.87159   -1
-1.86159   -1
-1.85159   -1
-1.84159   -1
-1.83159   -1
-1.82159   -1
-1.81159   -1
-1.80159   -1
-1.79159   -1
-1.78159   -1
-1.77159   -1
-1.76159   -1
-1.75159   -1
-1.74159   -1
-1.73159   -1
-1.72159   -1
-1.71159   -1
-1.70159   -1
-1.69159   -1
-1.68159   -1
-1.67159   -1
-1.66159   -1
-1.65159   -1
-1.64159   -1
-1.63159   -1
-1.62159   -1
-1.61159   -1
-1.60159   -1
-1.59159   -1
-1.58159   -1
-1.57159   -1
-1.56159   -1
-1.55159   -1
-1.54159   -1
-1.53159   -1
-1.52159   -1
-1.51159   -1
-1.50159   -1
-1.49159   -1
-1.48159   -1
-1.47159   -1
-1.46159   -1
-1.45159   -1
-1.44159   -1
-1.43159   -1
-1.42159   -1
-1.41159   -1
-1.40159   -1
-1.39159   -1
-1.38159   -1
-1.37159   -1
-1.36159   -1
-1.35159   -1
-1.34159   -1
-1.33159   -1
-1.32159   -1
-1.31159   -1
-1.30159   -1
-1.29159   -1
-1.28159   -1
-1.27159   -1
-1.26159   -1
-1.25159   -1
-1.24159   -1
-1.23159   -1
-1.22159   -1
-1.21159   -1
-1.20159   -1
-1.19159   -1
-1.18159   -1
-1.17159   -1
-1.16159   -1
-1.15159   -1
-1.14159   -1
-1.13159   -1
-1.12159   -1
-1.11159   -1
-1.10159   -1
-1.09159   -1
-1.08159   -1
-1.07159   -1
-1.06159   -1
-1.05159   -1
-1.04159   -1
-1.03159   -1
-1.02159   -1
-1.01159   -1
-1.00159   -1
-0.991593   -1
-0.981593   -1
-0.971593   -1
-0.961593   -1
-0.951593   -1
-0.941593   -1
-0.931593   -1
-0.921593   -1
-0.911593   -1
-0.901593   -1
-0.891593   -1
-0.881593   -1
-0.871593   -1
-0.861593   -1
-0.851593   -1
-0.841593   -1
-0.831593   -1
-0.821593   -1
-0.811593   -1
-0.801593   -1
-0.791593   -1
-0.781593   -1
-0.771593   -1
-0.761593   -1
-0.751593   -1
-0.741593   -1
-0.731593   -1
-0.721593   -1
-0.711593   -1
-0.701593   -1
-0.691593   -1
-0.681593   -1
-0.671593   -1
-0.661593   -1
-0.651593   -1
-0.641593   -1
-0.631593   -1
-0.621593   -1
-0.611593   -1
-0.601593   -1
-0.591593   -1
-0.581593   -1
-0.571593   -1
-0.561593   -1
-0.551593   -1
-0.541593   -1
-0.531593   -1
-0.521593   -1
-0.511593   -1
-0.501593   -1
-0.491593   -1
-0.481593   -1
-0.471593   -1
-0.461593   -1
-0.451593   -1
-0.441593   -1
-0.431593   -1
-0.421593   -1
-0.411593   -1
-0.401593   -1
-0.391593   -1
-0.381593   -1
-0.371593   -1
-0.361593   -1
-0.351593   -1
-0.341593   -1
-0.331593   -1
-0.321593   -1
-0.311593   -1
-0.301593   -1
-0.291593   -1
-0.281593   -1
-0.271593   -1
-0.261593   -1
-0.251593   -0.999995
-0.241593   -0.999994
-0.231593   -1.00001
-0.221593   -1.00003
-0.211593   -1.00001
-0.201593   -0.999941
-0.191593   -0.999904
-0.181593   -1.00004
-0.171593   -1.0004
-0.161593   -1.00079
-0.151593   -1.00102
-0.141593   -1.00085
-0.131593   -1.00008
-0.121593   -0.998793
-0.111593   -0.998537
-0.101593   -1.00126
-0.0915927   -1.00532
-0.0815927   -1.00315
-0.0715927   -0.988787
-0.0615927   -0.978933
-0.0515927   -1.00382
-0.0415927   -1.06395
-0.0315927   -1.0646
-0.0215927   -0.89544
-0.0115927   -0.538191
-0.00159265   -0.0770752
0.00840735   0.398311
0.0184073   0.798369
0.0284073   1.03388
0.0384073   1.07603
0.0484073   1.02252
0.0584073   0.981641
0.0684073   0.983727
0.0784073   0.99983
0.0884073   1.00569
0.0984073   1.00274
0.108407   0.998995
0.118407   0.998496
0.128407   0.999677
0.138407   1.0007
0.148407   1.00107
0.158407   1.00097
0.168407   1.00061
0.178407   1.00018
0.188407   0.999864
0.198407   0.999737
0.208407   0.999745
0.218407   0.999832
0.228407   0.99994
0.238407   1.00001
0.248407   1.00003
0.258407   1.00001
0.268407   0.999989
0.278407   0.999983
0.288407   0.999984
0.298407   0.99999
0.308407   0.999997
0.318407   1
0.328407   1
0.338407   1
0.348407   1
0.358407   1
0.368407   1
0.378407   1
0.388407   1
0.398407   1
0.408407   1
0.418407   1
0.428407   1
0.438407   1
0.448407   1
0.458407   1
0.468407   1
0.478407   1
0.488407   1
0.498407   1
0.508407   1
0.518407   1
0.528407   1
0.538407   1
0.548407   1
0.558407   1
0.568407   1
0.578407   1
0.588407   1
0.598407   1
0.608407   1
0.618407   1
0.628407   1
0.638407   1
0.648407   1
0.658407   1
0.668407   1
0.678407   1
0.688407   1
0.698407   1
0.708407   1
0.718407   1
0.728407   1
0.738407   1
0.748407   1
0.758407   1
0.768407   1
0.778407   1
0.788407   1
0.798407   1
0.808407   1
0.818407   1
0.828407   1
0.838407   1
0.848407   1
0.858407   1
0.868407   1
0.878407   1
0.888407   1
0.898407   1
0.908407   1
0.918407   1
0.928407   1
0.938407   1
0.948407   1
0.958407   1
0.968407   1
0.978407   1
0.988407   1
0.998407   1
1.00841   1
1.01841   1
1.02841   1
1.03841   1
1.04841   1
1.05841   1
1.06841   1
1.07841   1
1.08841   1
1.09841   1
1.10841   1
1.11841   1
1.12841   1
1.13841   1
1.14841   1
1.15841   1
1.16841   1
1.17841   1
1.18841   1
1.19841   1
1.20841   1
1.21841   1
1.22841   1
1.23841   1
1.24841   1
1.25841   1
1.26841   1
1.27841   1
1.28841   1
1.29841   1
1.30841   1
1.31841   1
1.32841   1
1.33841   1
1.34841   1
1.35841   1
1.36841   1
1.37841   1
1.38841   1
1.39841   1
1.40841   1
1.41841   1
1.42841   1
1.43841   1
1.44841   1
1.45841   1
1.46841   1
1.47841   1
1.48841   1
1.49841   1
1.50841   1
1.51841   1
1.52841   1
1.53841   1
1.54841   1
1.55841   1
1.56841   1
1.57841   1
1.58841   1
1.59841   1
1.60841   1
1.61841   1
1.62841   1
1.63841   1
1.64841   1
1.65841   1
1.66841   1
1.67841   1
1.68841   1
1.69841   1
1.70841   1
1.71841   1
1.72841   1
1.73841   1
1.74841   1
1.75841   1
1.76841   1
1.77841   1
1.78841   1
1.79841   1
1.80841   1
1.81841   1
1.82841   1
1.83841   1
1.84841   1
1.85841   1
1.86841   1
1.87841   1
1.88841   1
1.89841   1
1.90841   1
1.91841   1
1.92841   1
1.93841   1
1.94841   1
1.95841   1
1.96841   1
1.97841   1
1.98841   1
1.99841   1
2.00841   1
2.01841   1
2.02841   1
2.03841   1
2.04841   1
2.05841   1
2.06841   1
