X Y
-1 -0.785398163397448279
-0.98999999999999999112 -0.78037500887667088367
-0.97999999999999998224 -0.77530041797336701759
-0.96999999999999997335 -0.7701741881779097243
-0.95999999999999996447 -0.76499604422347844412
-0.94999999999999995559 -0.75976565332095047367
-0.93999999999999994671 -0.75448263787444080908
-0.92999999999999993783 -0.74914658604204653614
-0.91999999999999992895 -0.74375706046239187241
-0.90999999999999992006 -0.73831360542801771629
-0.89999999999999991118 -0.73281575275115329315
-0.8899999999999999023 -0.72726302653561480938
-0.87999999999999989342 -0.72165494704018162686
-0.86999999999999988454 -0.71599103379349893217
-0.85999999999999987566 -0.71027080809808817996
-0.84999999999999986677 -0.70449379504114928441
-0.83999999999999985789 -0.69865952511226880883
-0.82999999999999984901 -0.69276753551270120468
-0.81999999999999984013 -0.68681737122734465295
-0.80999999999999983125 -0.68080858591871340479
-0.79999999999999982236 -0.67474074269193173858
-0.78999999999999981348 -0.66861341477088676033
-0.7799999999999998046 -0.66242618611802250861
-0.76999999999999979572 -0.65617865202371050692
-0.75999999999999978684 -0.64987041968555492311
-0.74999999999999977796 -0.64350110879328425995
-0.73999999999999976907 -0.63707035213092866321
-0.72999999999999976019 -0.63057779620469767146
-0.71999999999999975131 -0.62402310190226550901
-0.70999999999999974243 -0.61740594518696889637
-0.69999999999999973355 -0.61072601782864699427
-0.68999999999999972466 -0.60398302817144999821
-0.67999999999999971578 -0.59717670193785066246
-0.6699999999999997069 -0.59030678306726513949
-0.65999999999999969802 -0.58337303458707367998
-0.64999999999999968914 -0.57637523951340385864
-0.63999999999999968026 -0.5693132017787441157
-0.62999999999999967137 -0.56218674718328320861
-0.61999999999999966249 -0.55499572436677890863
-0.60999999999999965361 -0.54774000579774184683
-0.59999999999999964473 -0.54041948877673606777
-0.58999999999999963585 -0.53303409645065813471
-0.57999999999999962697 -0.52558377883492113369
-0.56999999999999961808 -0.51806851384055052634
-0.5599999999999996092 -0.51048830830326985541
-0.54999999999999960032 -0.50284319901172236378
-0.53999999999999959144 -0.49513325373202449198
-0.52999999999999958256 -0.48735857222588208071
-0.51999999999999957367 -0.47951928725951914467
-0.50999999999999956479 -0.4716155656006626451
-0.49999999999999955591 -0.46364760900080581596
-0.48999999999999954703 -0.45561565515993346365
-0.47999999999999953815 -0.44751997867083431748
-0.46999999999999952927 -0.43936089194005500946
-0.45999999999999952038 -0.43113874608247065856
-0.4499999999999995115 -0.42285393178635494182
-0.43999999999999950262 -0.4145068801457383878
-0.42999999999999949374 -0.40609806345674959172
-0.41999999999999948486 -0.39762799597453879485
-0.40999999999999947597 -0.38909723462729478571
-0.39999999999999946709 -0.3805063796837900858
-0.38999999999999945821 -0.37185607537081905027
-0.37999999999999944933 -0.36314701043684666226
-0.36999999999999944045 -0.35437991865814816306
-0.35999999999999943157 -0.34555557928371272158
-0.34999999999999942268 -0.33667481741519084126
-0.3399999999999994138 -0.32773850431820372719
-0.32999999999999940492 -0.3187475576613949535
-0.31999999999999939604 -0.30970294167969508736
-0.30999999999999938716 -0.30060566725838883118
-0.29999999999999937828 -0.29145679193472373569
-0.28999999999999936939 -0.28225741981397689528
-0.27999999999999936051 -0.27300870139710475826
-0.26999999999999935163 -0.26371183331733705213
-0.25999999999999934275 -0.25436805798333916862
-0.24999999999999933387 -0.24497866312686344958
-0.23999999999999932498 -0.23554498125312117729
-0.2299999999999993161 -0.22606838899245296215
-0.21999999999999930722 -0.21655030635223593283
-0.20999999999999929834 -0.20699219586834993745
-0.19999999999999928946 -0.19739556165592386794
-0.18999999999999928058 -0.18776194835949833184
-0.17999999999999927169 -0.17809294000316988615
-0.16999999999999926281 -0.16839015874171325837
-0.15999999999999925393 -0.15865526351412362338
-0.14999999999999924505 -0.14888994860146553822
-0.13999999999999923617 -0.13909594209135678344
-0.12999999999999922728 -0.12927500425186200239
-0.11999999999999923228 -0.11942892581799957608
-0.10999999999999923728 -0.10955952619449937924
-0.099999999999999242273 -0.099668651578852185402
-0.089999999999999247269 -0.089758173009098607409
-0.079999999999999252265 -0.079829984341177606666
-0.069999999999999257261 -0.069886000161016426091
-0.059999999999999255318 -0.059928153636878422894
-0.049999999999999253375 -0.049958394317790921768
-0.039999999999999251432 -0.039978685884156872632
-0.029999999999999249489 -0.029991003856905562586
-0.019999999999999247546 -0.019997333271750683537
-0.0099999999999992473382 -0.0099996663253111295333
7.5286998857393427897e-16 7.771561172376095783e-16
