X Y
-1 -0.785398163397448279
-0.98999999999999999112 -0.78021677762657859478
-0.97999999999999998224 -0.77502982403614584239
-0.96999999999999997335 -0.76983173480658684262
-0.95999999999999996447 -0.76461694211833830526
-0.94999999999999995559 -0.75937987815183727314
-0.93999999999999994671 -0.75411497508752056707
-0.92999999999999993783 -0.74881666510582500784
-0.91999999999999992895 -0.74347938038718741627
-0.90999999999999992006 -0.73809755311204461314
-0.89999999999999991118 -0.73266561546083375234
-0.8899999999999999023 -0.72717799961399132158
-0.87999999999999989342 -0.72162913775195436372
-0.86999999999999988454 -0.71601359734607372687
-0.85999999999999987566 -0.71032905755872310927
-0.84999999999999986677 -0.70457630924329883726
-0.83999999999999985789 -0.69875627854411115347
-0.82999999999999984901 -0.69286989160547052258
-0.81999999999999984013 -0.68691807457168729822
-0.80999999999999983125 -0.68090175358707194508
-0.79999999999999982236 -0.67482185479593470578
-0.78999999999999981348 -0.668679304342586045
-0.7799999999999998046 -0.66247502837133620535
-0.76999999999999979572 -0.65620995302649576253
-0.75999999999999978684 -0.64988500445237495917
-0.74999999999999977796 -0.64350110879328425995
-0.73999999999999976907 -0.63705893254264445158
-0.72999999999999976019 -0.63055810359031927437
-0.71999999999999975131 -0.62399799017528267964
-0.70999999999999974243 -0.61737796053650872974
-0.69999999999999973355 -0.61069738291297159805
-0.68999999999999972466 -0.60395562554364523589
-0.67999999999999971578 -0.59715205666750392766
-0.6699999999999997069 -0.59028604452352162468
-0.65999999999999969802 -0.58335695735067250034
-0.64999999999999968914 -0.57636416338793050596
-0.63999999999999968026 -0.5693070308742698149
-0.62999999999999967137 -0.56218492804866460055
-0.61999999999999966249 -0.55499723913519860563
-0.60999999999999965361 -0.54774371601547811039
-0.59999999999999964473 -0.5404244782286322657
-0.58999999999999963585 -0.53303966129889990277
-0.57999999999999962697 -0.52558940075051963081
-0.56999999999999961808 -0.51807383210773039206
-0.5599999999999996092 -0.51049309089477068468
-0.54999999999999960032 -0.50284731263587945094
-0.53999999999999959144 -0.49513663285529535552
-0.52999999999999958256 -0.48736118707725722965
-0.51999999999999957367 -0.47952111082600373804
-0.50999999999999956479 -0.4716165396257736564
-0.49999999999999955591 -0.46364760900080581596
-0.48999999999999954703 -0.45561451066839636637
-0.47999999999999953815 -0.44751766111807184112
-0.46999999999999952927 -0.43935753303241620316
-0.45999999999999952038 -0.4311345990940133599
-0.4499999999999995115 -0.42284933198544738531
-0.43999999999999950262 -0.41450220438930224232
-0.42999999999999949374 -0.40609368898816183835
-0.41999999999999948486 -0.39762425846461024737
-0.40999999999999947597 -0.38909438550123132128
-0.39999999999999946709 -0.38050454278060918956
-0.38999999999999945821 -0.37185520298532770411
-0.37999999999999944933 -0.36314683879797093891
-0.36999999999999944045 -0.35437993549042628993
-0.35999999999999943157 -0.34555526788856255616
-0.34999999999999942268 -0.33667390037222971744
-0.3399999999999994138 -0.32773690991058118671
-0.32999999999999940492 -0.31874537347277043242
-0.31999999999999939604 -0.30970036802795103403
-0.30999999999999938716 -0.30060297054527634897
-0.29999999999999937828 -0.29145425799389995669
-0.28999999999999936939 -0.28225530734297532565
-0.27999999999999936051 -0.27300719556165586877
-0.26999999999999935163 -0.26371099961909505449
-0.25999999999999934275 -0.25436779648444646229
-0.24999999999999933387 -0.2449786631268635051
-0.23999999999999932498 -0.23554476696514672907
-0.2299999999999993161 -0.22606763721668476919
-0.21999999999999930722 -0.21654889354851333816
-0.20999999999999929834 -0.20699015562766809317
-0.19999999999999928946 -0.19739304312118477469
-0.18999999999999928058 -0.18775917569609901214
-0.17999999999999927169 -0.17809017301944657374
-0.16999999999999926281 -0.16838765475826311668
-0.15999999999999925393 -0.15865324057958429815
-0.14999999999999924505 -0.14888855015044588637
-0.13999999999999923617 -0.13909520313788353851
-0.12999999999999922728 -0.12927481920893291178
-0.11999999999999923228 -0.11942902529992624472
-0.10999999999999923728 -0.10955961554101474598
-0.099999999999999242273 -0.099668551256168691488
-0.089999999999999247269 -0.089757801038654883019
